Area,Age,Number of Rooms,Bedrooms,Area Population,Price,Address
70323.10,5,5,4,36148.15639,1025439.43,"946 Romero Junction Apt. 325
Lake Annette, ME 12933"
62124.48,5,7,4,20478.63044,700903.56,"363 Smith Road
West Allison, NY 64334"
55745.04,8,7,2,36078.32137,1180903.43,"51858 Martinez Glens
Lisamouth, UT 55482-2907"
60244.29,6,6,2,24602.56309,914136.52,"39114 Hannah Estate Suite 569
South Danielton, GU 39533"
53624.82,7,6,4,36075.9632,1178600.65,"1725 Allen Dale Suite 239
Elizabethbury, GU 83239"
67168.17,7,6,3,45707.97355,1328572.19,"771 Murray Spring Apt. 685
Bennetttown, MI 95170-5129"
71405.06,4,7,4,22083.90871,742449.31,"8184 Thomas Field Apt. 834
South Sherrystad, PW 74340"
45863.03,6,7,3,34426.422,964596.75,"166 Alejandro Ways
North Stephanieton, NH 35401-1503"
67424.49,7,10,3,37721.32476,1613037.51,"5752 Kimberly Run
South Seth, GU 83042-8433"
69208.51,6,7,4,13355.02004,816772.38,"3178 Thompson Wells
West Valeriebury, CT 94570"
67951.75,6,6,3,38731.29379,1283208.83,"599 Rollins Port
North Justinburgh, WY 70184"
61867.92,5,7,3,26132.86818,975385.56,"11929 William Plaza
Mullinsland, NE 97750"
61369.48,5,6,4,37670.82898,889845.60,"06367 George Underpass
Hubbardfort, TX 32436"
63580.73,6,8,3,31080.7275,979282.76,"613 Stephenson Motorway Suite 485
North Diane, TX 13834"
62669.04,5,6,2,38547.92208,896937.66,"PSC 9208, Box 7434
APO AE 49176"
90586.13,7,6,2,34922.64487,1712388.87,"06374 Martin Passage
New Shawnland, KS 59839-6569"
72449.80,6,7,4,44066.21298,1367292.96,"PSC 7494, Box 2912
APO AE 17450-9053"
67683.20,6,6,3,31420.29924,949879.93,"899 Aguirre Corner Apt. 026
Brownborough, AR 91532"
79057.80,8,10,3,27142.0282,2050594.05,"34645 Brandy Station
Salinasport, MO 74104"
88799.30,6,5,4,39139.00291,1616631.33,"532 Coleman Hollow Apt. 140
Sandovalberg, AK 63927-0427"
61150.56,8,7,3,31517.11821,1358350.40,"944 Leonard Green
Mckinneyberg, MI 33444"
73984.74,7,8,5,36773.03541,1708127.58,"530 Dwayne Via
Montgomeryport, FL 60457-2198"
79915.51,8,7,4,53159.74318,1970419.05,"57221 Joseph Extension
Port Peggyborough, GU 56078-8564"
80055.13,6,7,6,44973.08598,1636080.39,"734 William Turnpike Apt. 785
Davidberg, RI 99205-7061"
60992.54,6,9,6,55947.96796,1591269.99,"30241 Webster Route
Estradaborough, NH 40106"
72533.06,8,6,2,46369.54384,1806231.45,"99091 Mosley Station
Lewisside, KY 57953"
69753.29,6,5,2,50740.20491,1138748.96,"510 Erik Track Apt. 093
Padillastad, MA 37207-5431"
77623.98,6,6,2,38660.64385,1246440.86,"467 Sierra Trace Suite 724
South Adamchester, IN 71539-7488"
84292.11,7,6,3,24380.45121,1407123.80,"08588 Brenda Junctions
Ingramburgh, MO 23967-1554"
75790.49,6,7,3,31311.98605,1370830.39,"27677 Soto Underpass Suite 189
South Carla, IN 62296"
73079.55,5,7,4,56970.73183,1492521.87,"34796 Conrad Street
Melissaville, MP 94430-9181"
66235.89,4,6,2,34922.49245,762391.78,"Unit 5207 Box 8213
DPO AP 65091-3577"
85852.15,6,7,5,33200.33784,1668448.10,"PSC 8780, Box 7310
APO AE 82682"
62333.49,5,7,6,29704.82371,945057.32,"5219 Ray Lights
Kellershire, NJ 68873-7542"
60110.38,6,6,4,32536.46587,874497.27,"29222 Smith Rest
Michelletown, MS 57014-3973"
76568.23,5,6,4,30823.91047,1080170.91,"393 Edward Falls Suite 016
West Steveville, GU 02435"
73257.27,4,6,2,44882.48792,1049007.02,"65670 Jerry Ridges
West Linda, IA 67283"
53657.29,6,6,2,38994.08273,826587.39,"00347 Donald Cliff Apt. 813
Port Kimberlyland, AR 23707"
78583.26,5,7,3,35271.71984,1384328.12,"22992 Gonzales Crossroad Suite 385
Port Jacobport, AS 35161"
62370.03,7,7,4,27221.17929,1027311.51,"5049 Emily Roads
New David, MS 50520-8538"
72937.71,7,7,2,57121.57974,1938713.99,"11627 Robert Turnpike
Frankview, WI 66018"
77033.91,4,8,6,26160.16105,1025417.89,"0569 Reed Gateway Suite 278
Mcmahonport, IA 99324-3105"
49854.39,5,8,3,27402.70803,594816.93,"57320 Timothy Summit Suite 813
Jonathanview, SD 71285-5217"
87903.74,5,6,4,28782.24002,1369970.61,"8946 Amanda Groves
North Jasonfurt, OR 67994-4423"
35608.99,7,8,6,20833.00762,449331.58,"652 Stanton Island
Adamsview, VA 56957-9960"
62933.33,7,8,3,32233.88588,1253359.95,"6228 Cristina Walk
Collinsstad, RI 77748"
73260.63,6,8,6,25942.65579,1347234.09,"68561 Guzman Pike
East Sophiamouth, SD 27058"
71452.09,5,7,4,42152.13605,1257780.07,"319 Leah Way
New Kimberlyborough, DE 67521"
65550.80,5,8,3,55084.15933,1474296.42,"008 Hanson Circles Suite 611
Lake Timbury, TX 85722"
73309.24,7,7,2,39582.92892,1513273.02,"517 Padilla Via Suite 659
Lake Christopher, GA 09246"
55331.29,4,8,6,53055.85372,1042243.73,"825 Walsh Estate Apt. 155
Lake Allen, MT 72047"
73212.42,6,6,4,34019.97359,1288069.23,"35199 Avery Turnpike
Colonport, LA 95955-3267"
78300.41,6,9,6,53921.43195,1988563.99,"81498 James Keys Suite 246
Chambersshire, ME 69563"
69154.76,4,7,4,36179.40577,799842.38,"40506 Patricia Streets Suite 594
North Joshua, NJ 70635"
76107.67,7,7,3,56376.96843,1813555.33,"130 Browning Union
West Latoya, CO 81571-8710"
55415.24,6,5,2,24291.11191,492984.59,"1567 Larson Lakes
Alvarezview, MT 72082"
81970.46,5,7,2,33284.9267,1325531.16,"6477 Cunningham Manor
South Thomasshire, OR 14654"
53935.11,8,7,2,53504.45997,1315138.25,"USCGC Johnson
FPO AP 08459-0719"
61058.97,5,6,4,36325.30463,729990.02,"6317 Walsh Key
Rachelbury, WY 60943"
61676.73,6,9,4,38467.817,1328658.91,"9423 Paige Unions Apt. 551
Valeriebury, AZ 96799-4795"
59391.06,6,9,6,64543.32245,1599416.01,"0309 Kaylee Springs
Joelhaven, MA 29639"
72007.49,6,7,2,53713.27621,1348251.60,"Unit 3582 Box 2159
DPO AA 10955"
77079.72,4,7,2,32236.82469,1018457.99,"459 Foley Parkways Apt. 307
Andrewtown, KY 41233"
86219.60,6,6,2,44034.47735,1517597.53,"9891 Jon Crest
North Kevin, AZ 87146"
65279.53,7,6,2,39419.28898,1247289.49,"9722 Daniels Haven Suite 025
Lake Jennifer, DC 85154"
64962.43,7,7,3,17093.8098,906034.65,"770 Kenneth Avenue
Anthonymouth, IN 34062"
68450.34,7,6,2,32147.63844,1203089.99,"48027 Gomez Court
Charlesberg, OH 33137"
62305.64,6,8,3,47066.61742,1375771.13,"8553 Donald Avenue
Bakerville, SD 40866"
51621.33,5,6,2,18194.12155,459446.42,"2696 House Spur
Brittanyshire, NJ 19481-7658"
66571.39,5,9,5,26651.84551,1238486.17,"08132 Paula Mountain Suite 428
North Tyler, IL 81930"
80963.18,6,7,4,24602.00925,1309768.20,"61104 Cruz Expressway Suite 446
Donaldberg, NH 44190"
61761.32,6,7,3,38825.39624,1111580.10,"68508 Hall Canyon Apt. 405
Jonathanbury, MI 18677-2405"
80931.51,6,4,4,31837.48807,1099788.70,"Unit 3247 Box 3138
DPO AP 57852-8508"
73278.80,6,7,4,23586.38274,1247384.09,"2611 Christine Road
Nicoleport, VT 37604-0248"
74416.20,5,7,6,47907.02053,1546469.78,"45752 Nelson Glen Suite 166
Manningside, MA 58972"
64590.51,5,7,3,19652.1461,729315.37,"6902 Rodriguez Flats
Port Tylermouth, KS 00622-4564"
65627.05,8,7,2,44808.30337,1614667.53,"71899 Cole Throughway Apt. 835
North Wendymouth, FM 73767"
75434.55,6,8,4,43181.90541,1613325.66,"746 Steele Terrace Suite 937
Hughesborough, MS 51862"
70153.70,4,6,2,35808.41019,765505.35,"Unit 6663 Box 8817
DPO AE 57810"
84014.41,7,7,3,41819.36384,1696785.90,"USCGC Martinez
FPO AP 67990-6855"
65489.29,6,7,3,22599.37411,980161.63,"389 Luna Squares Apt. 797
East Russellmouth, AL 36775-2638"
78545.32,6,6,4,34477.46586,1167621.05,"1162 Michelle Green
Cheyennechester, NM 45297-5228"
71893.47,6,8,4,19033.61118,995849.78,"USCGC Gomez
FPO AA 97030"
73311.09,6,6,2,37252.96217,1276494.77,"3960 Bush Walks
Kimville, TX 38356-9719"
77504.80,6,7,5,41864.78624,1649156.61,"2669 Karen Square Apt. 062
New Jennifermouth, PR 19498"
75668.93,5,8,3,40746.12022,1603268.21,"216 Oliver Keys
Zamorafurt, GU 66579"
77032.27,5,8,3,29023.35352,1314387.41,"Unit 8133 Box 6709
DPO AE 86310-8698"
71467.13,6,7,3,39812.30642,1357366.53,"72667 Timothy Flat Apt. 173
Robinsonmouth, GU 99851-4011"
70189.01,5,6,4,53705.13173,1308017.31,"47143 Terry Plain
Karenfort, AL 41285-0143"
77085.55,6,6,4,21287.44252,1246015.30,"231 Michelle Falls
Williamsfort, AR 04033-9918"
80957.05,7,7,6,30545.48765,1467959.53,"24628 Gray Curve
Kirkshire, WY 39107"
56986.83,6,8,5,43921.10884,1239309.92,"736 Tara Dam Suite 886
Port Katelynchester, LA 57144-8259"
69155.65,7,7,4,40808.13621,1457022.63,"31028 Smith Springs Suite 877
South Jeffreychester, WI 94105-9295"
76850.38,5,6,4,36333.48147,1315666.87,"8088 Miller Plains
Mollyport, AK 44811-8095"
70866.72,6,6,2,24511.81998,885709.76,"538 Roger Circle Apt. 824
Juarezport, OR 83733"
54028.10,5,6,3,31319.53603,566645.86,"PSC 9663, Box 0897
APO AA 89838"
64315.31,6,6,2,34940.35476,1088176.20,"759 Oneal Crescent
Colleenport, NM 31592-5032"
66374.69,6,6,3,36809.12493,1105737.46,"280 David Viaduct
New Laurenbury, GA 91091-4353"
63221.92,7,8,4,44348.42034,1571664.90,"23837 Kayla Lodge
North Susan, ID 23300"
80417.54,5,7,4,44523.98909,1412144.51,"91640 Christina Islands Suite 013
Jillstad, IA 21280-8165"
73053.95,6,7,4,41686.51893,1220724.18,"2248 Bell Isle
Christinaburgh, OK 79572"
62948.74,6,7,4,30494.50961,1011909.69,"88935 Thomas Ports Apt. 639
East Kimberly, MS 36461"
59037.61,5,8,5,26234.10954,685922.39,"USNS Johnson
FPO AA 60918"
67314.74,6,6,4,31872.7763,1175190.67,"6245 Steven Alley Suite 766
New Manuel, NE 20516-7507"
58714.48,6,8,5,32762.93646,1053891.65,"005 Robin Road Apt. 246
Port Larrychester, NE 24085-7161"
78286.52,4,7,5,42425.77635,1360502.25,"379 Williams Loop Apt. 647
Port Staceyberg, VA 40911-0337"
68785.20,7,7,4,48564.79854,1409038.99,"2707 Kaiser Summit
Port Jason, MN 67672"
62970.72,6,7,2,14241.24877,547794.57,"12649 Cindy Parkway
South Joseph, CT 07688-3813"
85048.20,5,6,4,23662.58487,1211442.94,"0191 Danielle Park Suite 342
Matthewmouth, ND 66877"
82425.05,5,6,2,41020.43966,1403296.26,"298 Edwards Village Apt. 878
East Jeffreyshire, OH 06998-9930"
68817.20,6,5,4,35621.67754,1125696.86,"6322 Jensen Overpass
Port Seth, UT 98405-6588"
63170.38,6,5,2,44345.07696,1067191.98,"3488 Marshall Summit
Warnerport, CT 34831-0820"
66943.80,4,7,3,28984.51021,786257.78,"340 Peggy Village Suite 573
Tammyview, TX 20289"
74591.28,6,7,3,28860.94534,1341069.16,"8904 Morales Crossroad
South Deborahmouth, MA 50627"
62302.06,5,7,3,40291.19449,777718.90,"286 Allen Common Apt. 060
North Katelynmouth, OH 14510"
67559.67,7,7,5,32487.56767,1539465.42,"68740 Jason Parkways Apt. 313
Jasmineland, UT 82929-2936"
70791.52,5,5,4,19314.63285,738760.75,"94998 Castro Mill
Richardmouth, PA 16381-9282"
61015.51,5,6,4,39588.22954,777144.25,"14496 Alexander Lakes
Port Darren, IL 51842-5682"
65013.21,7,8,3,23039.88947,1131040.70,"5299 Rodriguez Springs Apt. 297
Castillohaven, RI 44975-9034"
59179.87,6,7,2,33549.55306,892718.09,"528 Nancy Points
Lake Edward, FM 85808"
44426.26,6,8,3,55838.91309,1344406.93,"738 Sue Forks Suite 386
Lake Katherineville, MI 07940-4286"
52890.05,7,9,3,27165.23395,1174949.86,"246 Anderson Circles
Sarahshire, TN 88894-1090"
57896.60,5,8,6,35960.62566,948054.01,"4667 Brandon Lights Apt. 706
North Loriside, HI 90662"
67548.17,6,8,3,50213.73856,1432902.75,"PSC 4208, Box 3441
APO AA 84455"
72009.20,6,7,3,59313.73912,1649947.16,"824 Katherine Creek
Lake Leslie, KY 06569-7910"
50143.64,4,8,4,67601.22356,1168588.03,"79390 Scott Flat
Wongbury, SC 60268"
63335.79,6,6,3,35469.02867,1172514.72,"524 Patrick Heights Suite 522
Lewisport, VA 82776"
66083.17,4,9,4,39185.99503,1051173.47,"54042 Proctor Corner Apt. 796
New Staceyville, AL 77840-1927"
68577.11,8,6,3,23927.33192,1235747.51,"622 Felicia Coves Apt. 084
Port Ianport, NE 80183"
69605.54,6,7,2,17597.04113,984010.71,"7298 Linda Turnpike
Lynnstad, FM 06435-7232"
57276.72,8,6,3,35374.24918,1210610.16,"544 Rivera Path
East Mark, AK 64190"
73682.49,5,5,2,34366.1801,766078.37,"364 Benjamin Place Suite 843
South Karen, KS 76654-9243"
74056.57,6,6,3,38822.83419,1234636.45,"USCGC Duncan
FPO AP 61349-9468"
60325.99,7,8,6,38418.0583,1364306.77,"2441 Amber Manors Suite 444
Kleinfort, TN 26624-3469"
84851.16,6,6,2,34265.52637,1429383.35,"084 Janice Islands
New Howard, TX 30144"
74008.83,6,9,5,32743.7803,1680788.29,"28451 Aaron Crescent Suite 764
Lake Mary, WV 10610"
64059.44,6,6,3,27865.99607,884891.50,"979 Kiara Park Suite 926
New Joshuastad, ID 05392"
71579.13,6,6,2,40130.54077,1198572.87,"Unit 3168 Box 1461
DPO AP 93389-0125"
64730.13,6,6,2,31879.32384,996924.69,"434 Zachary Villages Suite 228
West Lorraine, GA 90758"
70763.42,7,7,4,29873.98841,1417403.31,"8016 Albert Underpass Suite 606
South Catherine, SC 07163"
62072.07,4,7,4,23853.96781,549947.25,"556 Nguyen Extensions Apt. 746
East Trevormouth, MN 70379-9628"
63209.69,5,9,4,33967.6729,1241699.12,"01546 Annette Cove Suite 203
Clementsport, MP 78826"
61009.11,5,7,3,60309.12225,1258686.29,"39003 Joshua Oval
East Jacob, CA 65413"
62566.76,8,6,4,26717.60493,1144177.78,"51832 Lindsey Locks
West Donnaburgh, DE 19633-6063"
60426.51,6,9,6,46776.73635,1518387.14,"8906 Patricia Corners Suite 926
Davidsonville, PR 86858"
56349.97,5,7,4,31048.99083,592512.43,"83609 Sullivan Shore
Montgomerychester, MO 60768"
65827.34,7,6,3,46346.6233,1283590.46,"281 Chen Cape Suite 523
Burnsfort, AL 87881"
63376.71,6,6,3,29743.5932,1014093.31,"8394 Nathan Summit
Port Johnmouth, NE 50019-6886"
77275.77,7,8,3,41162.33783,1535152.07,"2768 James Trafficway Suite 095
Gallegostown, MD 36169"
68057.07,7,8,6,52547.82917,1754576.15,"02202 Morgan Trafficway Apt. 654
East James, MI 98044-7856"
59828.80,6,8,4,47590.82639,1384965.65,"948 Murphy Gardens
Robertside, KY 53619"
65672.20,4,6,4,34640.72237,554253.05,"87947 Dean Valleys
New Felicia, NM 07523"
66667.33,7,8,6,37198.29198,1502451.11,"USNS Thomas
FPO AE 22417"
78074.95,6,8,4,58051.60066,1930802.92,"35058 Gregory Heights Suite 044
Garciaburgh, GA 63314"
77911.36,6,5,3,42795.34656,1309860.06,"USNV Morris
FPO AP 49380"
70378.49,7,5,2,31646.37769,1110525.99,"347 Nguyen Center Apt. 713
Nguyenmouth, GA 87473-7584"
62845.11,7,7,4,44604.26897,1543357.45,"Unit 9774 Box 4511
DPO AE 44963"
69699.52,7,8,3,47248.81405,1736442.48,"01484 Wright Plains
Nicolemouth, GU 35434"
75477.52,7,7,5,18878.79928,1370367.79,"83819 Crawford Trafficway
Lopezchester, MH 76931"
79750.30,6,7,4,36085.10108,1614916.47,"USS Cline
FPO AE 74379-7138"
63617.90,8,5,4,30692.9169,1124463.04,"714 Valerie Isle Suite 592
Atkinsonmouth, LA 88128-9040"
71501.14,5,7,5,44428.1529,1293383.89,"6670 Murray Street
Kevinside, WA 07925"
81570.54,5,7,6,32485.40962,1472967.81,"658 Peck Island
New Tanya, SC 41055-0305"
60270.45,6,7,4,26945.57492,1009809.98,"4405 Erik Alley Apt. 566
Davidshire, VT 54733"
66407.79,6,6,2,38707.52552,1217061.25,"77722 Shelton Summit
West Ronald, AL 87671-6135"
74479.34,8,5,3,34615.95605,1637335.30,"66096 Scott Lake Suite 184
Brooksport, CT 91240"
71830.75,6,9,6,39939.80325,1570904.98,"915 Brian Brook
Stephanieton, FL 61769-6794"
75869.65,6,6,2,27606.00721,1002690.90,"43472 Miller Cape Suite 583
Lake Ashley, OR 81912"
75774.72,7,8,6,44508.60306,1814550.90,"2562 Daniel Mission
Tinabury, VT 69713-4029"
75174.66,7,9,5,40179.1657,1677005.14,"USS Ponce
FPO AA 96735-0763"
73688.95,5,6,4,38977.46512,1173201.52,"36687 Madison Mission
Leeside, CO 27911-7089"
53409.28,6,7,4,22522.8816,860346.47,"591 Sherman Expressway
Josephberg, GA 66016-6908"
59167.64,4,6,3,39496.12756,631712.72,"7612 Price Knoll
North Tiffanyfort, DC 28501"
69429.19,6,7,3,44822.3484,1330929.47,"3617 Brandon Light
East Ashley, GU 71052-2188"
53365.02,6,8,5,36419.23411,879356.37,"360 Christopher Road
South Garyburgh, DE 52487"
59114.20,5,6,3,40488.33348,635419.37,"02169 Collins Forge
Hensleyland, NC 12535"
63143.62,6,7,6,33577.50951,1085494.82,"95940 Jason Trafficway
Johnbury, DC 77971-4619"
70957.00,6,7,2,27811.63909,1024601.56,"744 Davis Landing
New Valerieberg, IN 24230"
66197.49,4,5,4,35919.85409,701865.77,"8277 Danielle Estate Suite 526
Lake Rachaelchester, TN 23079-6650"
64497.27,6,6,3,30018.12056,942663.94,"5807 Freeman Court
North Mary, VT 01837-7658"
80948.11,7,8,4,32517.53141,1838092.10,"PSC 0218, Box 4677
APO AP 39400"
77193.94,6,7,5,19630.01991,1065150.79,"46793 Anthony Spring Suite 061
Williamsview, FM 58758"
58874.27,6,7,2,19772.52166,849566.09,"480 Mejia Trail Apt. 386
Debrafort, IL 34297-4867"
67123.33,5,7,3,27725.52718,949892.53,"5096 Bennett Oval Apt. 544
South Josemouth, SD 83663-3413"
71642.46,6,7,4,27727.03253,1294967.41,"282 Frank Freeway
East Michaelside, DE 91260-8323"
74614.82,5,6,4,46070.4434,1033881.14,"933 David Station Suite 518
Tiffanyborough, NJ 59874"
63358.61,6,7,4,38575.2732,1280700.40,"59368 Miller Trafficway Suite 095
Banksview, VT 62470-6977"
68596.00,7,6,2,55323.95726,1388840.17,"9569 Chloe Ports
Lake Stacyshire, NE 25955-2308"
81668.79,7,8,5,28884.05091,1940225.91,"85544 Cox Centers
Davismouth, NE 55867-0973"
80379.06,7,4,4,54143.3287,1586890.00,"5992 Sanders Freeway
Orozcoville, IL 93327-1981"
59195.33,6,8,3,30774.75314,962081.42,"30920 Griffin Club
New Kimberlyfort, TN 88640"
56909.83,6,8,4,36794.19937,1049798.79,"01713 Katherine Court
New Susanside, WI 21196"
66959.34,5,6,2,36043.02049,1040781.80,"580 Maxwell Extensions Suite 388
West Carly, WV 33983"
52267.25,7,9,3,25983.5197,1100380.26,"343 Burns Drives
Kathleenhaven, AL 73693"
38868.25,7,9,4,25432.07677,759044.69,"86840 Jonathon Field
Stevenport, KY 45694-2395"
67466.30,6,6,4,47444.71283,1283764.79,"847 Wesley Vista Suite 668
Butlermouth, IN 29187"
67453.08,6,6,2,49085.96278,1162949.68,"8049 Joseph Ville
Austinshire, OH 39898-5331"
64405.65,8,8,6,42611.5397,1420979.18,"65018 Mcdonald Dam
Hineston, FL 55892"
62485.90,6,7,3,32428.12577,972670.81,"Unit 2473 Box 7729
DPO AA 36548-9176"
84613.54,7,7,4,43480.69971,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933"
69616.21,5,7,6,14476.76064,836883.57,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551"
68173.77,5,7,3,57699.95756,1294647.59,"647 Michael Cliff Suite 122
Evanschester, NY 62341"
80431.04,5,6,4,34615.59849,1300479.13,"35149 Dawson Valley
West Juliehaven, GU 84851-7166"
66098.57,6,7,2,28433.85035,1040377.00,"USCGC Guzman
FPO AE 96158-4679"
63866.37,6,6,2,33288.95842,1193253.80,"531 Peck Park
North Johnport, MA 11372"
76960.78,5,7,3,55375.66821,1618127.61,"46521 Williams Mall
West Richard, OK 68233"
75595.70,5,7,3,30177.11796,1113856.54,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478"
68214.14,7,8,5,37311.66414,1706291.99,"2079 Little Flats Suite 920
East Stevenville, MA 36496"
50881.91,5,5,3,35777.29469,658644.62,"294 Angela Common
Laurieshire, ME 68533-3663"
63781.00,7,8,5,35056.44834,1168993.74,"940 Jones Roads Apt. 703
Ericport, CA 59316"
73193.44,5,5,4,35707.7623,1123209.86,"26579 Janice Club
New Steven, VI 56204-3194"
73875.68,5,6,2,34332.42096,915818.45,"332 Cabrera Shoal Apt. 452
New John, WI 34660"
76402.51,5,6,3,30636.46158,1134142.92,"USS Nixon
FPO AE 74737-2918"
76221.79,6,8,3,30324.19143,1589765.50,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841"
53630.32,3,7,3,43358.5705,552585.35,"42201 Brandon Brooks
East Justin, MT 68266"
70488.78,7,7,6,38326.00336,1352917.18,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790"
76149.22,3,7,4,30532.99239,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913"
63748.24,6,9,6,47926.40802,1589431.17,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
73038.22,7,7,4,32508.90973,1348883.32,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
76992.82,7,6,4,24874.03512,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
89510.92,6,8,6,29766.44407,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523"
70438.39,6,7,3,29990.62536,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950"
64345.07,6,7,3,48621.16851,1391788.85,"119 Thompson Place
Christinaton, DE 48205"
65901.48,6,8,6,32810.13795,1127248.61,"Unit 5691 Box 8533
DPO AE 09658"
58858.02,7,7,5,23978.58886,1234609.74,"USS Brown
FPO AE 78902-0715"
59716.58,5,4,2,49859.49907,936234.35,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251"
89112.70,7,8,3,29673.02264,1852338.47,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128"
85522.89,6,9,4,49257.8511,2009937.70,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408"
50005.05,8,6,4,32614.77708,828127.03,"41386 Casey Mission Apt. 524
Leslieport, WY 14692"
71491.38,6,9,3,42631.83698,1661119.50,"441 Bell Roads
Howardfurt, MN 15904"
65608.61,8,7,3,28774.42668,1295901.45,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024"
65431.32,5,8,6,23365.44462,989643.03,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111"
81909.51,9,7,2,30777.97017,1788515.82,"183 Brendan Trace Suite 990
Millerside, FL 28725"
82514.30,7,8,5,32252.1437,1814855.16,"Unit 6643 Box 2423
DPO AA 82069"
72764.93,6,8,5,19595.96368,1170705.17,"4903 Burgess Square
New Julie, NY 69102"
55288.84,6,8,6,31144.65521,1090788.98,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
59420.35,5,6,2,20691.47878,440585.03,"6441 Devin Cape Suite 400
East Donald, LA 54008"
59042.58,7,6,5,33182.43628,1029439.23,"85315 Jason Junctions
Katherinestad, MH 96677-4715"
76650.59,3,7,6,36333.95285,828120.96,"911 Bean Spurs
New John, MO 60974"
59912.82,7,6,2,38092.9276,985283.88,"9936 April Plain
South Robert, AR 47420-4991"
69544.13,5,6,4,27071.52903,879062.59,"2114 James Oval Apt. 035
Bryanburgh, AR 85968"
56588.24,5,5,4,38132.46448,609402.78,"1214 Dennis Skyway
East Pamelastad, HI 95893"
66269.51,7,8,3,18114.57522,1168859.12,"13878 Lori Points
Butlerberg, AZ 93348-9767"
74890.94,7,7,2,25333.87085,1307506.57,"186 Bradley Locks Suite 428
Mccannview, IL 91770"
71053.69,7,7,6,29359.20517,1357250.57,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278"
60721.10,6,7,4,29978.65909,1181630.63,"793 Landry Mountain
South Shannon, PA 26333"
70204.39,6,6,4,38773.09407,1294615.01,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808"
62347.25,4,7,5,37499.0055,911656.11,"953 Owens Brook
West Jonathan, AZ 20829"
73688.59,6,8,3,30994.79989,1149327.66,"USNS Smith
FPO AA 61423-8670"
45685.25,5,8,5,30345.59016,867714.38,"708 Murray Motorway Suite 993
Adamhaven, FL 90718"
70689.36,6,6,3,21350.09975,973068.56,"PSC 7179, Box 6714
APO AA 57159"
74510.79,6,8,5,9579.071782,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287"
98468.25,7,7,3,50676.3124,2275455.31,"USNV Hoffman
FPO AA 45311-5701"
69275.05,6,6,3,40144.75061,1233205.20,"31046 Aaron Ways
Bryantown, AL 26462"
65969.71,7,8,4,61772.75681,1906024.64,"6609 Andrew Extension
Emilyland, MP 55694"
65897.66,6,7,3,49667.60637,1412626.52,"474 Mckinney Underpass
Lake Andreaview, CA 16833"
72110.50,7,7,5,23411.94554,1208761.06,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628"
82069.66,5,6,2,47005.49681,1710924.37,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129"
47422.75,6,5,2,42771.40598,750119.73,"08059 Bailey Fort
Sandovalland, NJ 68704"
71713.80,6,8,6,26861.13336,1361828.85,"5672 Barton Port
Gonzalesborough, PR 77884"
42348.16,7,8,6,33609.69466,904785.16,"329 Duke Rest
South Juanport, GU 60058"
61393.05,4,8,6,44258.90193,980141.22,"PSC 0015, Box 2446
APO AP 94869-0746"
63783.53,6,6,2,32620.40732,798254.22,"2277 Cody Island
Lake Frank, NJ 80726-0483"
59803.15,7,7,4,30788.30391,1026505.82,"5262 Dean Divide
Billyland, FL 74609"
92201.21,5,6,4,45452.28028,1692335.96,"4931 Kristin Cape
Christineburgh, ND 06300"
75967.14,6,6,2,38897.09158,1405505.24,"6395 Bruce Passage
New Michelle, AL 72494"
61300.28,6,7,3,33922.63298,946182.05,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740"
77695.00,7,6,2,42122.53515,1723775.01,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
66764.40,5,9,6,28467.21144,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091"
56734.16,7,8,6,35452.59151,1317160.40,"243 Singh Course
Hodgeston, WA 03755"
66138.17,5,7,4,40675.79837,1155752.75,"02787 Arthur Plain
Wernerbury, IL 60921"
48747.16,6,9,5,31266.90185,1040086.66,"8172 West Gardens
Kevinshire, MD 69882"
73101.22,5,7,6,39998.46264,1266947.26,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943"
